Address,Description,Comment 1,Comment 2,Signalling ID,Occurrences,
CCC0:5,CC1271N,,,P1271NK,9,FALSE
CCC0:6,CC1271R,,,P1271RK,6,FALSE
CCC0:7,CC1272N,,,P1272NK,5,FALSE
CCC0:8,CC1272R,,,P1272RK,2,FALSE
CCC1:1,CC1274N,,,P1274NK,3,FALSE
CCC1:2,CC1274R,,,P1274RK,2,FALSE
CCC1:3,CC1276N,,,P1276NK,3,FALSE
CCC1:4,CC1276R,,,P1276RK,0,FALSE
CCC1:5,CC1277N,,,G1277NK,3,FALSE
CCC1:6,CC1277R,Mistley GF,,G1277RK,0,FALSE
CCC1:7,CC1277F,,,G1277FK,0,FALSE
CCC1:8,CC1277FKFL,,,G1277FKFL,2,FALSE
CCC2:1,CC1294N,,,P1294NK,0,FALSE
CCC2:2,CC1294R,,,P1294RK,3,FALSE
CCC2:3,Unused,,,,0,FALSE
CCC2:4,Unused,,,,0,FALSE
CCC2:5,CC0385 RTE,,Stowmarket PIIU,385UNK,253,FALSE
CCC2:6,CC0386 RTE,,,386UNK,38,FALSE
CCC2:7,CC0388 RTE,,,388UNK,145,FALSE
CCC2:8,CC0389 RTE,,,389UNK,22,FALSE
CCC3:1,CC0390 RTE,,,390UNK,102,FALSE
CCC3:2,CC0391 RTE,,,391UNK,84,FALSE
CCC3:3,CC0392 RTE,,,392UNK,135,FALSE
CCC3:4,CC0395 RTE,,,395UNK,2917,FALSE
CCC3:5,CC0396 RTE,,,396UNK,1565,FALSE
CCC3:6,CC1387 RTE,,,1387UNK,0,FALSE
CCC3:7,CC1388 RTE,,,1388UNK,20,FALSE
CCC3:8,CC1389 RTE,,,1389UNK,50,FALSE
CCC4:1,CC0381 Red,,,381RNK,25,FALSE
CCC4:2,Unused,,,,0,FALSE
CCC4:3,CC0381,,,381DGK,2971,FALSE
CCC4:4,CC0383 Red,,,383RNK,25,FALSE
CCC4:5,Unused,,,,0,FALSE
CCC4:6,CC0383,,,383DGK,2949,FALSE
CCC4:7,CC0384 Red,,,384RNK,31,FALSE
CCC4:8,Unused,,,,0,FALSE
CCC5:1,CC0384,,,384DGK,3074,FALSE
CCC5:2,Unused,,,,0,FALSE
CCC5:3,CC0385 Main,,,385DGK,2940,FALSE
CCC5:4,CC0385 Subs,,,385SGK,16,FALSE
CCC5:5,Unused,,,,0,FALSE
CCC5:6,CC0386,,,386DGK,38,FALSE
CCC5:7,Unused,,,,0,FALSE
CCC5:8,CC0388,,,388DGK,3024,FALSE
CCC6:1,Unused,,,,0,FALSE
CCC6:2,CC0389,,,389DGK,22,FALSE
CCC6:3,Unused,,,,0,FALSE
CCC6:4,CC0390 Main,,,390DGK,108,FALSE
CCC6:5,CC0390 Subs,,,390SGK,0,FALSE
CCC6:6,Unused,,,,0,FALSE
CCC6:7,CC0391,,,391DGK,2878,FALSE
CCC6:8,Unused,,,,0,FALSE
CCC7:1,CC0392,,,392DGK,2966,FALSE
CCC7:2,Unused,,,,0,FALSE
CCC7:3,CC0395,,,395DGK,2934,FALSE
CCC7:4,Unused,,,,0,FALSE
CCC7:5,CC0396,,,396DGK,1565,FALSE
CCC7:6,CC0413 RTE,,,413RNK,45,FALSE
CCC7:7,Unused,,,,0,FALSE
CCC7:8,CC0413,,,413DGK,1517,FALSE
CCC8:1,CC0415 RTE,,,415RNK,28,FALSE
CCC8:2,Unused,,,,0,FALSE
CCC8:3,CC0415,,,415DGK,1490,FALSE
CCC8:4,Unused,,,,0,FALSE
CCC8:5,CC0416,,,416DGK,1524,FALSE
CCC8:6,CC0422 RTE,,,422RNK,30,FALSE
CCC8:7,Unused,,,,0,FALSE
CCC8:8,CC0422,,,422DGK,1518,FALSE
CCC9:1,CC0679 RTE,,,679RNK,58,FALSE
CCC9:2,Unused,,,,0,FALSE
CCC9:3,CC0679,,,679DGK,1530,FALSE
CCC9:4,CC0691 RTE,,,691RNK,30,FALSE
CCC9:5,Unused,,,,0,FALSE
CCC9:6,CC0691,,,691DGK,1478,FALSE
CCC9:7,CC0692 RTE,,,692RNK,60,FALSE
CCC9:8,Unused,,,,0,FALSE
CCCA:1,CC0692,,,692DGK,1400,FALSE
CCCA:2,Unused,,,,0,FALSE
CCCA:3,Unused,,,,0,FALSE
CCCA:4,CC0699,,,699DGK,1484,FALSE
CCCA:5,Unused,,,,0,FALSE
CCCA:6,CC1385,R384,,1385HGK,2,FALSE
CCCA:7,Unused,,,,0,FALSE
CCCA:8,CC1387,,,1387HGK,0,FALSE
CCCB:1,Unused,,,,0,FALSE
CCCB:2,CC1388,RR388,,1388HGK,20,FALSE
CCCB:3,Unused,,,,0,FALSE
CCCB:4,CC1389,R386,,1389HGK,50,FALSE
CCCB:5,Unused,,,,0,FALSE
CCCB:6,Unused,,,,0,FALSE
CCCB:7,Unused,,,,0,FALSE
CCCB:8,CC2384N,,,2384NWK,151,FALSE
CCCC:1,CC2384R,,,2384RWK,132,FALSE
CCCC:2,CC2385N,,,2385NWK,85,FALSE
CCCC:3,CC2385R,,,2385RWK,72,FALSE
CCCC:4,CC2387N,,,2387NWK,29,FALSE
CCCC:5,CC2387R,,,2387RWK,28,FALSE
CCCC:6,CC2389N,,,2389NWK,63,FALSE
CCCC:7,CC2389R,,,2389RWK,52,FALSE
CCCC:8,CC2392N,,,2392NWK,57,FALSE
CCCD:1,CC2392R,,,2392RWK,46,FALSE
CCCD:2,CC2396N,,,2396NWK,1364,FALSE
CCCD:3,CC2396R,,,2396RWK,1358,FALSE
CCCD:4,CC2397N,,,2397NWK,1335,FALSE
CCCD:5,CC2397R,,,2397RWK,1383,FALSE
CCCD:6,CC2398N,,,2398NWK,920,FALSE
CCCD:7,CC2398R,,,2398RWK,916,FALSE
CCCD:8,CC2386N,Dn Refuge GF,,2386NK,2,FALSE
CCCE:1,CC2386R,,,2386RK,0,FALSE
CCCE:2,CC2386F,,,2386FK,123,FALSE
CCCE:3,CC2416N,Cow Green XO CC2416,,2416NK,5,FALSE
CCCE:4,CC2416R,,,2416RK,4,FALSE
CCCE:5,CC2416F,,,2416FK,76,FALSE
CCCE:6,CC2691N,Elmswell GSP,,2691NK,3,FALSE
CCCE:7,CC2691R,,,2691RK,2,FALSE
CCCE:8,CC2691F,,,2691FK,33,FALSE
CCCF:1,Unused,,,,0,FALSE
CCCF:2,Unused,,,,0,FALSE
CCCF:3,Unused,,,,0,FALSE
CCCF:4,Unused,,,,0,FALSE
CCCF:5,Unused,,,,0,FALSE
CCCF:6,Unused,,,,0,FALSE
CCCF:7,Unused,,,,0,FALSE
CCCF:8,Unused,,,,0,FALSE
CCD0:1,B301/303,,Bury St Edmunds TD,301/303SOFF,1454,FALSE
CCD0:2,B001,,,1SOFF,1409,FALSE
CCD0:3,B017,,,17SOFF,1483,FALSE
CCD0:4,B032,,,32SOFF,18,FALSE
CCD0:5,B033,,,33SOFF,6,FALSE
CCD0:6,B048,,,48SOFF,1331,FALSE
CCD0:7,B049 Main,,,49SOFF,1403,FALSE
CCD0:8,B049 Subs,,,49(SUB)SOFF,6,FALSE
CCD1:1,B050,,,50SOFF,1402,FALSE
CCD1:2,B019,,,19SOFF,98,FALSE
CCD1:3,B045,,,45SOFF,0,FALSE
CCD1:4,B031,,,31SOFF,8,FALSE
CCD1:5,B034,,,34SOFF,0,FALSE
CCD1:6,B002/B100,,,2/100SOFF,1399,FALSE
CCD1:7,B100 Subs,,,100(SUB)SOFF,22,FALSE
CCD1:8,B004,,,4SOFF,0,FALSE
CCD2:1,B013,,,13SOFF,52,FALSE
CCD2:2,B016,,,16SOFF,52,FALSE
CCD2:3,Unused,,,,0,FALSE
CCD2:4,Unused,,,,0,FALSE
CCD2:5,Unused,,,,0,FALSE
CCD2:6,Unused,,,,0,FALSE
CCD2:7,Unused,,,,0,FALSE
CCD2:8,Unused,,,,0,FALSE
CCD3:1,B14N,,,14N,1,FALSE
CCD3:2,B14R,,,14R,0,FALSE
CCD3:3,B15N,,,B15N,55,TRUE
CCD3:4,B15R,,,B15R,54,TRUE
CCD3:5,B27N,,,27N,19,FALSE
CCD3:6,B27R,,,27R,18,FALSE
CCD3:7,B28N,,,28N,131,FALSE
CCD3:8,B28R,,,28R,130,FALSE
CCD4:1,B46N,,,46N,11,FALSE
CCD4:2,B46R,,,46R,10,FALSE
CCD4:3,B101N,,,101N,51,FALSE
CCD4:4,B101R,,,101R,50,FALSE
CCD4:5,B401GF,,,401GF,0,FALSE
CCD4:6,Unused,,,,0,FALSE
CCD4:7,Unused,,,,0,FALSE
CCD4:8,Unused,,,,0,FALSE
